date,state,district,pincode,demo_age_5_17,demo_age_17_,district_norm,district_final
18-11-2025,chhattisgarh,Raipur,493888,0,1,raipur,raipur
01-12-2025,chhattisgarh,Bilaspur,495001,16,155,bilaspur,bilaspur
01-12-2025,chhattisgarh,Bilaspur,495115,0,18,bilaspur,bilaspur
01-12-2025,chhattisgarh,Bilaspur,495446,1,0,bilaspur,bilaspur
01-12-2025,chhattisgarh,Bilaspur,495449,0,13,bilaspur,bilaspur
01-12-2025,chhattisgarh,Bilaspur,495551,14,245,bilaspur,bilaspur
01-12-2025,chhattisgarh,Bilaspur,495555,1,5,bilaspur,bilaspur
01-12-2025,chhattisgarh,Durg,490011,2,22,durg,durg
01-12-2025,chhattisgarh,Durg,490023,8,46,durg,durg
01-12-2025,chhattisgarh,Durg,490025,5,15,durg,durg
01-12-2025,chhattisgarh,Durg,490026,2,11,durg,durg
01-12-2025,chhattisgarh,Durg,491107,6,35,durg,durg
01-12-2025,chhattisgarh,Durg,491222,2,3,durg,durg
01-12-2025,chhattisgarh,Durg,491223,3,6,durg,durg
01-12-2025,chhattisgarh,Durg,491226,2,12,durg,durg
01-12-2025,chhattisgarh,Durg,491227,0,1,durg,durg
01-12-2025,chhattisgarh,Durg,491228,1,40,durg,durg
01-12-2025,chhattisgarh,Durg,491340,1,4,durg,durg
01-12-2025,chhattisgarh,Durg,491993,0,1,durg,durg
01-12-2025,chhattisgarh,Korba,495119,2,15,korba,korba
01-12-2025,chhattisgarh,Korba,495442,0,7,korba,korba
01-12-2025,chhattisgarh,Korba,495449,3,64,korba,korba
01-12-2025,chhattisgarh,Korba,495450,3,29,korba,korba
01-12-2025,chhattisgarh,Korba,495684,1,24,korba,korba
01-12-2025,chhattisgarh,Raigarh,496001,3,112,raigarh,raigarh
01-12-2025,chhattisgarh,Raigarh,496005,0,1,raigarh,raigarh
01-12-2025,chhattisgarh,Raigarh,496100,2,6,raigarh,raigarh
01-12-2025,chhattisgarh,Raigarh,496115,1,21,raigarh,raigarh
01-12-2025,chhattisgarh,Raigarh,496118,5,79,raigarh,raigarh
01-12-2025,chhattisgarh,Raigarh,496220,0,6,raigarh,raigarh
01-12-2025,chhattisgarh,Raigarh,496554,0,56,raigarh,raigarh
01-12-2025,chhattisgarh,Raipur,492010,2,13,raipur,raipur
01-12-2025,chhattisgarh,Raipur,492014,3,11,raipur,raipur
01-12-2025,chhattisgarh,Raipur,493113,0,1,raipur,raipur
01-12-2025,chhattisgarh,Raipur,493114,2,31,raipur,raipur
01-12-2025,chhattisgarh,Raipur,493441,6,41,raipur,raipur
01-12-2025,chhattisgarh,Raipur,493881,0,8,raipur,raipur
01-12-2025,chhattisgarh,Raipur,493889,1,12,raipur,raipur
02-12-2025,chhattisgarh,Bilaspur,495009,5,28,bilaspur,bilaspur
02-12-2025,chhattisgarh,Bilaspur,495112,3,35,bilaspur,bilaspur
02-12-2025,chhattisgarh,Bilaspur,495117,6,126,bilaspur,bilaspur
02-12-2025,chhattisgarh,Bilaspur,495118,5,64,bilaspur,bilaspur
02-12-2025,chhattisgarh,Bilaspur,495449,1,11,bilaspur,bilaspur
02-12-2025,chhattisgarh,Durg,490020,2,17,durg,durg
02-12-2025,chhattisgarh,Durg,491222,2,3,durg,durg
02-12-2025,chhattisgarh,Durg,491331,3,31,durg,durg
02-12-2025,chhattisgarh,Durg,491340,0,7,durg,durg
02-12-2025,chhattisgarh,Korba,495119,1,23,korba,korba
02-12-2025,chhattisgarh,Korba,495447,0,35,korba,korba
02-12-2025,chhattisgarh,Korba,495454,2,39,korba,korba
02-12-2025,chhattisgarh,Raigarh,496111,2,24,raigarh,raigarh
02-12-2025,chhattisgarh,Raigarh,496118,2,105,raigarh,raigarh
02-12-2025,chhattisgarh,Raigarh,496551,1,84,raigarh,raigarh
02-12-2025,chhattisgarh,Raipur,492004,0,11,raipur,raipur
02-12-2025,chhattisgarh,Raipur,492012,2,1,raipur,raipur
02-12-2025,chhattisgarh,Raipur,492013,5,38,raipur,raipur
02-12-2025,chhattisgarh,Raipur,493101,0,3,raipur,raipur
02-12-2025,chhattisgarh,Raipur,493225,8,186,raipur,raipur
02-12-2025,chhattisgarh,Raipur,493881,0,15,raipur,raipur
02-12-2025,chhattisgarh,Raipur,493888,0,2,raipur,raipur
04-12-2025,chhattisgarh,Bilaspur,495001,22,164,bilaspur,bilaspur
04-12-2025,chhattisgarh,Bilaspur,495004,5,51,bilaspur,bilaspur
04-12-2025,chhattisgarh,Bilaspur,495112,8,48,bilaspur,bilaspur
04-12-2025,chhattisgarh,Bilaspur,495117,1,142,bilaspur,bilaspur
04-12-2025,chhattisgarh,Bilaspur,495118,2,75,bilaspur,bilaspur
04-12-2025,chhattisgarh,Bilaspur,495223,1,7,bilaspur,bilaspur
04-12-2025,chhattisgarh,Bilaspur,495559,4,21,bilaspur,bilaspur
04-12-2025,chhattisgarh,Durg,490006,7,43,durg,durg
04-12-2025,chhattisgarh,Durg,490011,4,14,durg,durg
04-12-2025,chhattisgarh,Durg,490020,0,11,durg,durg
04-12-2025,chhattisgarh,Durg,490022,1,4,durg,durg
04-12-2025,chhattisgarh,Durg,490042,1,9,durg,durg
04-12-2025,chhattisgarh,Durg,491228,0,36,durg,durg
04-12-2025,chhattisgarh,Durg,495683,0,1,durg,durg
04-12-2025,chhattisgarh,Korba,495119,0,19,korba,korba
04-12-2025,chhattisgarh,Korba,495446,2,33,korba,korba
04-12-2025,chhattisgarh,Korba,495447,0,9,korba,korba
04-12-2025,chhattisgarh,Korba,495677,1,34,korba,korba
04-12-2025,chhattisgarh,Korba,495678,1,6,korba,korba
04-12-2025,chhattisgarh,Raigarh,496220,1,8,raigarh,raigarh
04-12-2025,chhattisgarh,Raigarh,496440,1,44,raigarh,raigarh
04-12-2025,chhattisgarh,Raigarh,496554,1,54,raigarh,raigarh
04-12-2025,chhattisgarh,Raipur,492007,2,12,raipur,raipur
04-12-2025,chhattisgarh,Raipur,492011,0,3,raipur,raipur
04-12-2025,chhattisgarh,Raipur,492013,8,38,raipur,raipur
04-12-2025,chhattisgarh,Raipur,492014,3,9,raipur,raipur
04-12-2025,chhattisgarh,Raipur,492099,6,30,raipur,raipur
04-12-2025,chhattisgarh,Raipur,493195,0,10,raipur,raipur
04-12-2025,chhattisgarh,Raipur,493221,8,48,raipur,raipur
04-12-2025,chhattisgarh,Raipur,493888,0,2,raipur,raipur
04-12-2025,chhattisgarh,Raipur,493890,0,3,raipur,raipur
03-12-2025,chhattisgarh,Bilaspur,495004,7,51,bilaspur,bilaspur
03-12-2025,chhattisgarh,Bilaspur,495009,3,22,bilaspur,bilaspur
03-12-2025,chhattisgarh,Bilaspur,495112,7,29,bilaspur,bilaspur
03-12-2025,chhattisgarh,Bilaspur,495116,5,41,bilaspur,bilaspur
03-12-2025,chhattisgarh,Bilaspur,495223,1,6,bilaspur,bilaspur
03-12-2025,chhattisgarh,Bilaspur,495550,7,55,bilaspur,bilaspur
03-12-2025,chhattisgarh,Durg,490001,3,12,durg,durg
03-12-2025,chhattisgarh,Durg,490009,0,8,durg,durg
03-12-2025,chhattisgarh,Durg,490011,3,16,durg,durg
03-12-2025,chhattisgarh,Durg,490021,5,11,durg,durg
03-12-2025,chhattisgarh,Durg,490026,1,15,durg,durg
03-12-2025,chhattisgarh,Durg,490036,3,18,durg,durg
03-12-2025,chhattisgarh,Durg,490042,1,14,durg,durg
03-12-2025,chhattisgarh,Durg,491222,1,1,durg,durg
03-12-2025,chhattisgarh,Durg,491226,2,2,durg,durg
03-12-2025,chhattisgarh,Korba,495453,0,3,korba,korba
03-12-2025,chhattisgarh,Korba,495454,1,28,korba,korba
03-12-2025,chhattisgarh,Korba,495674,0,75,korba,korba
03-12-2025,chhattisgarh,Korba,495677,1,17,korba,korba
03-12-2025,chhattisgarh,Raigarh,496115,0,12,raigarh,raigarh
03-12-2025,chhattisgarh,Raigarh,496551,2,56,raigarh,raigarh
03-12-2025,chhattisgarh,Raipur,492008,2,10,raipur,raipur
03-12-2025,chhattisgarh,Raipur,492009,2,21,raipur,raipur
03-12-2025,chhattisgarh,Raipur,492011,0,7,raipur,raipur
03-12-2025,chhattisgarh,Raipur,492012,0,3,raipur,raipur
03-12-2025,chhattisgarh,Raipur,492015,4,22,raipur,raipur
03-12-2025,chhattisgarh,Raipur,493195,0,11,raipur,raipur
03-12-2025,chhattisgarh,Raipur,493441,7,31,raipur,raipur
03-12-2025,chhattisgarh,Raipur,493661,1,51,raipur,raipur
03-12-2025,chhattisgarh,Raipur,493992,0,4,raipur,raipur
03-12-2025,chhattisgarh,Raipur,493996,0,2,raipur,raipur
05-12-2025,chhattisgarh,Bilaspur,495119,4,101,bilaspur,bilaspur
05-12-2025,chhattisgarh,Bilaspur,495223,3,7,bilaspur,bilaspur
05-12-2025,chhattisgarh,Bilaspur,495559,1,15,bilaspur,bilaspur
05-12-2025,chhattisgarh,Durg,490001,2,15,durg,durg
05-12-2025,chhattisgarh,Durg,490006,3,37,durg,durg
05-12-2025,chhattisgarh,Durg,490009,3,4,durg,durg
05-12-2025,chhattisgarh,Durg,490025,4,22,durg,durg
05-12-2025,chhattisgarh,Durg,491221,5,17,durg,durg
05-12-2025,chhattisgarh,Durg,491225,0,1,durg,durg
05-12-2025,chhattisgarh,Durg,491340,0,8,durg,durg
05-12-2025,chhattisgarh,Korba,495446,1,39,korba,korba
05-12-2025,chhattisgarh,Korba,495452,1,12,korba,korba
05-12-2025,chhattisgarh,Korba,495455,0,2,korba,korba
05-12-2025,chhattisgarh,Korba,495677,3,30,korba,korba
05-12-2025,chhattisgarh,Korba,495683,0,13,korba,korba
05-12-2025,chhattisgarh,Raigarh,496111,0,17,raigarh,raigarh
05-12-2025,chhattisgarh,Raipur,492004,0,8,raipur,raipur
05-12-2025,chhattisgarh,Raipur,492007,0,11,raipur,raipur
05-12-2025,chhattisgarh,Raipur,492011,0,1,raipur,raipur
05-12-2025,chhattisgarh,Raipur,492109,0,2,raipur,raipur
05-12-2025,chhattisgarh,Raipur,493116,4,22,raipur,raipur
05-12-2025,chhattisgarh,Raipur,493225,0,90,raipur,raipur
05-12-2025,chhattisgarh,Raipur,493445,0,2,raipur,raipur
05-12-2025,chhattisgarh,Raipur,493889,1,21,raipur,raipur
07-12-2025,chhattisgarh,Bilaspur,495001,12,62,bilaspur,bilaspur
07-12-2025,chhattisgarh,Bilaspur,495009,2,10,bilaspur,bilaspur
07-12-2025,chhattisgarh,Bilaspur,495115,1,2,bilaspur,bilaspur
07-12-2025,chhattisgarh,Bilaspur,495442,5,23,bilaspur,bilaspur
07-12-2025,chhattisgarh,Durg,490006,8,21,durg,durg
07-12-2025,chhattisgarh,Durg,490009,0,4,durg,durg
07-12-2025,chhattisgarh,Durg,491107,4,9,durg,durg
07-12-2025,chhattisgarh,Durg,491331,4,4,durg,durg
07-12-2025,chhattisgarh,Durg,491332,0,4,durg,durg
07-12-2025,chhattisgarh,Korba,495447,0,8,korba,korba
07-12-2025,chhattisgarh,Korba,495453,0,2,korba,korba
07-12-2025,chhattisgarh,Raigarh,496107,1,7,raigarh,raigarh
07-12-2025,chhattisgarh,Raigarh,496220,0,1,raigarh,raigarh
07-12-2025,chhattisgarh,Raigarh,496551,1,8,raigarh,raigarh
07-12-2025,chhattisgarh,Raipur,492015,2,10,raipur,raipur
07-12-2025,chhattisgarh,Raipur,493111,2,8,raipur,raipur
07-12-2025,chhattisgarh,Raipur,493889,1,1,raipur,raipur
07-12-2025,chhattisgarh,Raipur,493996,0,1,raipur,raipur
08-12-2025,chhattisgarh,Bilaspur,495004,3,45,bilaspur,bilaspur
08-12-2025,chhattisgarh,Bilaspur,495009,1,32,bilaspur,bilaspur
08-12-2025,chhattisgarh,Bilaspur,495117,1,91,bilaspur,bilaspur
08-12-2025,chhattisgarh,Bilaspur,495550,5,54,bilaspur,bilaspur
08-12-2025,chhattisgarh,Bilaspur,495559,0,21,bilaspur,bilaspur
08-12-2025,chhattisgarh,Durg,490023,7,44,durg,durg
08-12-2025,chhattisgarh,Durg,490026,2,25,durg,durg
08-12-2025,chhattisgarh,Durg,490036,3,18,durg,durg
08-12-2025,chhattisgarh,Durg,490042,2,11,durg,durg
08-12-2025,chhattisgarh,Durg,491340,0,3,durg,durg
08-12-2025,chhattisgarh,Korba,495450,3,20,korba,korba
08-12-2025,chhattisgarh,Korba,495452,2,11,korba,korba
08-12-2025,chhattisgarh,Korba,495683,0,9,korba,korba
08-12-2025,chhattisgarh,Raigarh,496115,1,27,raigarh,raigarh
08-12-2025,chhattisgarh,Raigarh,496440,0,61,raigarh,raigarh
08-12-2025,chhattisgarh,Raigarh,496665,4,55,raigarh,raigarh
08-12-2025,chhattisgarh,Raipur,492007,0,12,raipur,raipur
08-12-2025,chhattisgarh,Raipur,492008,1,7,raipur,raipur
08-12-2025,chhattisgarh,Raipur,492011,0,4,raipur,raipur
08-12-2025,chhattisgarh,Raipur,492015,6,33,raipur,raipur
08-12-2025,chhattisgarh,Raipur,492101,1,40,raipur,raipur
08-12-2025,chhattisgarh,Raipur,493885,0,24,raipur,raipur
08-12-2025,chhattisgarh,Raipur,493890,0,4,raipur,raipur
08-12-2025,chhattisgarh,Raipur,493992,0,3,raipur,raipur
07-12-2025,chhattisgarh,Bilaspur,495118,0,4,bilaspur,bilaspur
07-12-2025,chhattisgarh,Bilaspur,495220,2,6,bilaspur,bilaspur
07-12-2025,chhattisgarh,Bilaspur,495224,12,16,bilaspur,bilaspur
07-12-2025,chhattisgarh,Bilaspur,495330,3,5,bilaspur,bilaspur
07-12-2025,chhattisgarh,Bilaspur,495559,1,3,bilaspur,bilaspur
07-12-2025,chhattisgarh,Durg,490021,3,5,durg,durg
07-12-2025,chhattisgarh,Durg,490023,4,21,durg,durg
07-12-2025,chhattisgarh,Durg,490042,0,5,durg,durg
07-12-2025,chhattisgarh,Durg,491221,2,7,durg,durg
07-12-2025,chhattisgarh,Korba,495445,1,38,korba,korba
07-12-2025,chhattisgarh,Korba,495452,0,5,korba,korba
07-12-2025,chhattisgarh,Korba,495454,1,15,korba,korba
07-12-2025,chhattisgarh,Korba,495678,1,3,korba,korba
07-12-2025,chhattisgarh,Raigarh,496100,1,7,raigarh,raigarh
07-12-2025,chhattisgarh,Raigarh,496440,1,11,raigarh,raigarh
07-12-2025,chhattisgarh,Raigarh,496450,2,13,raigarh,raigarh
07-12-2025,chhattisgarh,Raigarh,496554,0,6,raigarh,raigarh
07-12-2025,chhattisgarh,Raigarh,496661,1,30,raigarh,raigarh
07-12-2025,chhattisgarh,Raigarh,496665,1,61,raigarh,raigarh
07-12-2025,chhattisgarh,Raipur,492003,0,2,raipur,raipur
07-12-2025,chhattisgarh,Raipur,492004,0,4,raipur,raipur
07-12-2025,chhattisgarh,Raipur,492006,0,2,raipur,raipur
07-12-2025,chhattisgarh,Raipur,492012,0,2,raipur,raipur
07-12-2025,chhattisgarh,Raipur,492101,1,7,raipur,raipur
07-12-2025,chhattisgarh,Raipur,493441,2,10,raipur,raipur
07-12-2025,chhattisgarh,Raipur,493885,0,2,raipur,raipur
07-12-2025,chhattisgarh,Raipur,493992,0,2,raipur,raipur
09-12-2025,chhattisgarh,Raigarh,496100,0,12,raigarh,raigarh
09-12-2025,chhattisgarh,Raigarh,496107,1,41,raigarh,raigarh
09-12-2025,chhattisgarh,Raigarh,496113,2,77,raigarh,raigarh
09-12-2025,chhattisgarh,Raigarh,496220,3,4,raigarh,raigarh
09-12-2025,chhattisgarh,Raigarh,496551,0,96,raigarh,raigarh
09-12-2025,chhattisgarh,Raigarh,496554,0,30,raigarh,raigarh
09-12-2025,chhattisgarh,Raipur,492099,2,18,raipur,raipur
09-12-2025,chhattisgarh,Raipur,493114,3,29,raipur,raipur
10-12-2025,chhattisgarh,Bilaspur,495006,4,40,bilaspur,bilaspur
10-12-2025,chhattisgarh,Bilaspur,495118,7,101,bilaspur,bilaspur
10-12-2025,chhattisgarh,Bilaspur,495119,4,138,bilaspur,bilaspur
10-12-2025,chhattisgarh,Bilaspur,495663,0,1,bilaspur,bilaspur
10-12-2025,chhattisgarh,Durg,490011,4,21,durg,durg
10-12-2025,chhattisgarh,Durg,490024,2,23,durg,durg
10-12-2025,chhattisgarh,Durg,491221,3,11,durg,durg
10-12-2025,chhattisgarh,Durg,491223,0,11,durg,durg
10-12-2025,chhattisgarh,Durg,491332,0,2,durg,durg
10-12-2025,chhattisgarh,Durg,491340,1,1,durg,durg
10-12-2025,chhattisgarh,Korba,495446,1,30,korba,korba
10-12-2025,chhattisgarh,Korba,495455,0,5,korba,korba
10-12-2025,chhattisgarh,Korba,495674,4,117,korba,korba
10-12-2025,chhattisgarh,Korba,495677,3,31,korba,korba
10-12-2025,chhattisgarh,Korba,495684,0,23,korba,korba
10-12-2025,chhattisgarh,Raigarh,496100,2,18,raigarh,raigarh
10-12-2025,chhattisgarh,Raigarh,496107,1,54,raigarh,raigarh
10-12-2025,chhattisgarh,Raigarh,496445,5,87,raigarh,raigarh
10-12-2025,chhattisgarh,Raigarh,496450,1,69,raigarh,raigarh
10-12-2025,chhattisgarh,Raigarh,496665,1,12,raigarh,raigarh
10-12-2025,chhattisgarh,Raipur,492001,5,82,raipur,raipur
10-12-2025,chhattisgarh,Raipur,492009,4,18,raipur,raipur
10-12-2025,chhattisgarh,Raipur,493114,6,34,raipur,raipur
10-12-2025,chhattisgarh,Raipur,493195,0,7,raipur,raipur
10-12-2025,chhattisgarh,Raipur,493441,2,38,raipur,raipur
10-12-2025,chhattisgarh,Raipur,493885,2,29,raipur,raipur
10-12-2025,chhattisgarh,Raipur,493992,1,6,raipur,raipur
11-12-2025,chhattisgarh,Bilaspur,495001,17,149,bilaspur,bilaspur
11-12-2025,chhattisgarh,Bilaspur,495113,12,80,bilaspur,bilaspur
11-12-2025,chhattisgarh,Bilaspur,495116,4,45,bilaspur,bilaspur
11-12-2025,chhattisgarh,Bilaspur,495446,1,5,bilaspur,bilaspur
11-12-2025,chhattisgarh,Bilaspur,495551,23,167,bilaspur,bilaspur
11-12-2025,chhattisgarh,Durg,490011,1,13,durg,durg
11-12-2025,chhattisgarh,Durg,490022,0,3,durg,durg
11-12-2025,chhattisgarh,Durg,490026,3,19,durg,durg
11-12-2025,chhattisgarh,Durg,491223,4,16,durg,durg
11-12-2025,chhattisgarh,Durg,491337,1,1,durg,durg
11-12-2025,chhattisgarh,Korba,495442,0,3,korba,korba
11-12-2025,chhattisgarh,Korba,495445,2,121,korba,korba
11-12-2025,chhattisgarh,Korba,495449,5,59,korba,korba
11-12-2025,chhattisgarh,Korba,495453,1,3,korba,korba
11-12-2025,chhattisgarh,Korba,495678,0,2,korba,korba
11-12-2025,chhattisgarh,Korba,495684,1,27,korba,korba
11-12-2025,chhattisgarh,Raigarh,496100,0,18,raigarh,raigarh
11-12-2025,chhattisgarh,Raigarh,496113,3,72,raigarh,raigarh
11-12-2025,chhattisgarh,Raigarh,496450,1,74,raigarh,raigarh
11-12-2025,chhattisgarh,Raigarh,496665,4,21,raigarh,raigarh
11-12-2025,chhattisgarh,Raipur,492002,0,1,raipur,raipur
11-12-2025,chhattisgarh,Raipur,492013,3,31,raipur,raipur
11-12-2025,chhattisgarh,Raipur,492015,5,23,raipur,raipur
11-12-2025,chhattisgarh,Raipur,493195,0,2,raipur,raipur
11-12-2025,chhattisgarh,Raipur,493441,7,45,raipur,raipur
11-12-2025,chhattisgarh,Raipur,493661,5,71,raipur,raipur
11-12-2025,chhattisgarh,Bilaspur,495118,2,121,bilaspur,bilaspur
11-12-2025,chhattisgarh,Bilaspur,495222,0,4,bilaspur,bilaspur
11-12-2025,chhattisgarh,Bilaspur,495449,3,18,bilaspur,bilaspur
11-12-2025,chhattisgarh,Bilaspur,495550,10,95,bilaspur,bilaspur
11-12-2025,chhattisgarh,Bilaspur,495559,2,20,bilaspur,bilaspur
11-12-2025,chhattisgarh,Durg,490006,2,40,durg,durg
11-12-2025,chhattisgarh,Durg,490025,3,18,durg,durg
11-12-2025,chhattisgarh,Durg,490036,4,16,durg,durg
11-12-2025,chhattisgarh,Durg,491107,6,26,durg,durg
11-12-2025,chhattisgarh,Durg,491222,1,2,durg,durg
11-12-2025,chhattisgarh,Durg,491226,0,9,durg,durg
11-12-2025,chhattisgarh,Korba,495119,1,17,korba,korba
11-12-2025,chhattisgarh,Raigarh,496118,4,62,raigarh,raigarh
11-12-2025,chhattisgarh,Raigarh,496440,3,80,raigarh,raigarh
11-12-2025,chhattisgarh,Raigarh,496445,1,77,raigarh,raigarh
11-12-2025,chhattisgarh,Raipur,492008,1,16,raipur,raipur
11-12-2025,chhattisgarh,Raipur,493114,2,31,raipur,raipur
11-12-2025,chhattisgarh,Raipur,493885,2,20,raipur,raipur
11-12-2025,chhattisgarh,Raipur,493992,1,11,raipur,raipur
13-12-2025,chhattisgarh,Bilaspur,495004,9,45,bilaspur,bilaspur
13-12-2025,chhattisgarh,Bilaspur,495006,5,40,bilaspur,bilaspur
13-12-2025,chhattisgarh,Bilaspur,495112,4,31,bilaspur,bilaspur
13-12-2025,chhattisgarh,Bilaspur,495117,8,104,bilaspur,bilaspur
13-12-2025,chhattisgarh,Bilaspur,495119,5,123,bilaspur,bilaspur
13-12-2025,chhattisgarh,Bilaspur,495330,4,64,bilaspur,bilaspur
13-12-2025,chhattisgarh,Bilaspur,495559,0,22,bilaspur,bilaspur
13-12-2025,chhattisgarh,Durg,490026,2,18,durg,durg
13-12-2025,chhattisgarh,Durg,490036,2,22,durg,durg
13-12-2025,chhattisgarh,Durg,491226,2,8,durg,durg
13-12-2025,chhattisgarh,Durg,491227,0,3,durg,durg
13-12-2025,chhattisgarh,Korba,495446,4,43,korba,korba
13-12-2025,chhattisgarh,Korba,495450,4,25,korba,korba
13-12-2025,chhattisgarh,Korba,495452,2,15,korba,korba
13-12-2025,chhattisgarh,Korba,495674,1,85,korba,korba
13-12-2025,chhattisgarh,Korba,495684,2,23,korba,korba
13-12-2025,chhattisgarh,Raigarh,496115,1,25,raigarh,raigarh
13-12-2025,chhattisgarh,Raigarh,496220,0,3,raigarh,raigarh
13-12-2025,chhattisgarh,Raigarh,496665,3,29,raigarh,raigarh
13-12-2025,chhattisgarh,Raipur,492006,1,10,raipur,raipur
13-12-2025,chhattisgarh,Raipur,492010,1,13,raipur,raipur
13-12-2025,chhattisgarh,Raipur,493114,1,24,raipur,raipur
13-12-2025,chhattisgarh,Raipur,493881,0,12,raipur,raipur
13-12-2025,chhattisgarh,Raipur,493885,1,16,raipur,raipur
13-12-2025,chhattisgarh,Raipur,493888,1,1,raipur,raipur
12-12-2025,chhattisgarh,Bilaspur,495004,5,46,bilaspur,bilaspur
12-12-2025,chhattisgarh,Bilaspur,495009,4,23,bilaspur,bilaspur
12-12-2025,chhattisgarh,Bilaspur,495115,2,17,bilaspur,bilaspur
12-12-2025,chhattisgarh,Bilaspur,495223,2,5,bilaspur,bilaspur
12-12-2025,chhattisgarh,Bilaspur,495330,5,45,bilaspur,bilaspur
12-12-2025,chhattisgarh,Durg,490009,0,3,durg,durg
12-12-2025,chhattisgarh,Durg,490020,5,7,durg,durg
12-12-2025,chhattisgarh,Durg,490021,3,14,durg,durg
12-12-2025,chhattisgarh,Durg,491223,3,22,durg,durg
12-12-2025,chhattisgarh,Korba,495442,0,1,korba,korba
12-12-2025,chhattisgarh,Korba,495446,1,32,korba,korba
12-12-2025,chhattisgarh,Korba,495453,0,2,korba,korba
12-12-2025,chhattisgarh,Korba,495454,0,26,korba,korba
12-12-2025,chhattisgarh,Korba,495671,1,25,korba,korba
12-12-2025,chhattisgarh,Korba,495678,1,4,korba,korba
12-12-2025,chhattisgarh,Raigarh,496115,0,27,raigarh,raigarh
12-12-2025,chhattisgarh,Raigarh,496118,2,75,raigarh,raigarh
12-12-2025,chhattisgarh,Raigarh,496551,1,109,raigarh,raigarh
12-12-2025,chhattisgarh,Raigarh,496665,4,26,raigarh,raigarh
12-12-2025,chhattisgarh,Raipur,492002,0,2,raipur,raipur
12-12-2025,chhattisgarh,Raipur,492008,0,9,raipur,raipur
12-12-2025,chhattisgarh,Raipur,492009,3,19,raipur,raipur
12-12-2025,chhattisgarh,Raipur,492010,0,8,raipur,raipur
12-12-2025,chhattisgarh,Raipur,492015,3,37,raipur,raipur
12-12-2025,chhattisgarh,Raipur,493111,5,37,raipur,raipur
12-12-2025,chhattisgarh,Raipur,493441,9,72,raipur,raipur
12-12-2025,chhattisgarh,Raipur,493661,4,82,raipur,raipur
12-12-2025,chhattisgarh,Raipur,493992,0,7,raipur,raipur
20-12-2025,chhattisgarh,Bilaspur,495113,14,38,bilaspur,bilaspur
20-12-2025,chhattisgarh,Bilaspur,495119,3,49,bilaspur,bilaspur
20-12-2025,chhattisgarh,Bilaspur,495223,1,2,bilaspur,bilaspur
20-12-2025,chhattisgarh,Durg,490042,3,9,durg,durg
20-12-2025,chhattisgarh,Durg,491331,1,17,durg,durg
20-12-2025,chhattisgarh,Durg,491337,0,1,durg,durg
20-12-2025,chhattisgarh,Korba,495445,3,54,korba,korba
20-12-2025,chhattisgarh,Korba,495452,0,11,korba,korba
20-12-2025,chhattisgarh,Korba,495453,0,2,korba,korba
20-12-2025,chhattisgarh,Korba,495677,0,17,korba,korba
20-12-2025,chhattisgarh,Korba,495684,1,12,korba,korba
20-12-2025,chhattisgarh,Raigarh,496100,1,7,raigarh,raigarh
20-12-2025,chhattisgarh,Raigarh,496111,2,18,raigarh,raigarh
20-12-2025,chhattisgarh,Raipur,492006,0,12,raipur,raipur
20-12-2025,chhattisgarh,Raipur,492014,2,12,raipur,raipur
20-12-2025,chhattisgarh,Raipur,492101,2,5,raipur,raipur
20-12-2025,chhattisgarh,Raipur,493890,0,1,raipur,raipur
27-11-2025,chhattisgarh,Bilaspur,495004,3,53,bilaspur,bilaspur
27-11-2025,chhattisgarh,Bilaspur,495115,0,22,bilaspur,bilaspur
27-11-2025,chhattisgarh,Bilaspur,495119,2,122,bilaspur,bilaspur
27-11-2025,chhattisgarh,Bilaspur,495222,0,13,bilaspur,bilaspur
27-11-2025,chhattisgarh,Bilaspur,495224,10,59,bilaspur,bilaspur
27-11-2025,chhattisgarh,Bilaspur,495551,18,175,bilaspur,bilaspur
27-11-2025,chhattisgarh,Durg,490001,3,17,durg,durg
27-11-2025,chhattisgarh,Durg,490006,0,36,durg,durg
27-11-2025,chhattisgarh,Durg,490036,2,32,durg,durg
27-11-2025,chhattisgarh,Durg,491223,0,15,durg,durg
27-11-2025,chhattisgarh,Korba,495119,2,21,korba,korba
27-11-2025,chhattisgarh,Korba,495453,1,2,korba,korba
27-11-2025,chhattisgarh,Raigarh,496111,1,23,raigarh,raigarh
27-11-2025,chhattisgarh,Raigarh,496113,3,60,raigarh,raigarh
27-11-2025,chhattisgarh,Raigarh,496445,1,95,raigarh,raigarh
27-11-2025,chhattisgarh,Raigarh,496450,3,82,raigarh,raigarh
27-11-2025,chhattisgarh,Raigarh,496665,5,23,raigarh,raigarh
27-11-2025,chhattisgarh,Raipur,492003,0,8,raipur,raipur
27-11-2025,chhattisgarh,Raipur,492007,2,17,raipur,raipur
27-11-2025,chhattisgarh,Raipur,492008,1,9,raipur,raipur
27-11-2025,chhattisgarh,Raipur,492109,1,2,raipur,raipur
27-11-2025,chhattisgarh,Raipur,493885,0,35,raipur,raipur
27-11-2025,chhattisgarh,Raipur,493888,1,5,raipur,raipur
15-12-2025,chhattisgarh,Bilaspur,495001,7,139,bilaspur,bilaspur
15-12-2025,chhattisgarh,Bilaspur,495006,4,20,bilaspur,bilaspur
15-12-2025,chhattisgarh,Bilaspur,495009,1,13,bilaspur,bilaspur
15-12-2025,chhattisgarh,Bilaspur,495116,1,32,bilaspur,bilaspur
